Car_Name,Manufacturer,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,No_Of_Owners,Present_Price,Selling_Price,Insurance
Nissan Terrano XL,Nissan,2019,15000,Diesel,Individual,Manual,1,"12,05,000","6,70,000",Yes
Nissan Terrano XVD THP ,Nissan,2019,23000,Diesel,Individual,Manual,1,"15,54,000","6,30,000",Yes
Nissan Terrano Premium ,Nissan,2019,29000,Diesel,Individual,Automatic,1,"17,64,000","7,20,000",Yes
Nissan Terrano XE,Nissan,2019,35000,Diesel,Individual,Automatic,1,"11,86,000","6,10,000",Yes
Nissan Terrano XL,Nissan,2020,4154,Diesel,Individual,Manual,1,"12,05,000","6,80,000",Yes
Nissan Terrano XVD THP ,Nissan,2020,9545,Diesel,Individual,Manual,1,"15,54,000","6,40,000",Yes
Nissan Terrano Premium ,Nissan,2020,13000,Diesel,Individual,Automatic,1,"17,64,000","7,30,000",Yes
Nissan Terrano XE,Nissan,2020,18000,Diesel,Individual,Automatic,1,"11,86,000","6,20,000",Yes
Volkswagen Troc Tsi,Volkswagen,2020,15000,Petrol,Individual,Automatic,1,"25,64,000","16,00,000",Yes
Volkswagen Troc Tsi,Volkswagen,2021,9000,Petrol,Individual,Automatic,1,"25,64,000","16,50,000",Yes
Volkswagen Taigun TSI Highline,Volkswagen,2021,6114,Petrol,Individual,Manual,1,"15,47,000","13,50,000",Yes
Volkswagen Taigun TSI Highline,Volkswagen,2021,9261,Petrol,Individual,Automatic,1,"17,13,000","15,00,000",Yes
Volkswagen Tiguan TDI Highline,Volkswagen,2017,72000,Diesel,Individual,Automatic,1,"37,94,000","21,00,000",Yes
Volkswagen Tiguan TDI Highline,Volkswagen,2018,90000,Diesel,Individual,Automatic,1,"37,94,000","21,50,000",Yes
Volkswagen Tiguan TDI Highline,Volkswagen,2019,100000,Diesel,Individual,Automatic,1,"37,94,000","27,00,000",Yes
Volkswagen Tiguan TDI Highline,Volkswagen,2020,23000,Diesel,Individual,Automatic,1,"37,94,000","28,00,000",Yes
Volkswagen Polo Highline ,Volkswagen,2013,59455,Petrol,Individual,Manual,1,"7,22,000","3,20,000",No
Volkswagen Polo Highline ,Volkswagen,2013,45000,Diesel,Individual,Manual,1,"8,50,000","3,50,000",No
Volkswagen Polo Comfortline,Volkswagen,2013,65000,Diesel,Individual,Manual,1,"8,08,000","3,30,000",No
Volkswagen Polo GT,Volkswagen,2013,72000,Diesel,Individual,Manual,1,"9,62,000","4,00,000",No
Volkswagen Polo GT,Volkswagen,2013,45000,Petrol,Individual,Manual,1,"9,45,000","4,20,000",No
Volkswagen Polo Highline ,Volkswagen,2014,60000,Petrol,Individual,Manual,1,"7,22,000","3,33,000",No
Volkswagen Polo Highline ,Volkswagen,2014,42000,Diesel,Individual,Manual,1,"8,50,000","3,70,000",No
Volkswagen Polo Comfortline,Volkswagen,2014,75000,Diesel,Individual,Manual,1,"8,08,000","3,40,000",No
Volkswagen Polo GT,Volkswagen,2014,80000,Diesel,Individual,Manual,1,"9,62,000","4,10,000",No
Volkswagen Polo GT,Volkswagen,2014,79000,Petrol,Individual,Manual,1,"9,45,000","4,30,000",No
Volkswagen Polo Highline ,Volkswagen,2015,73000,Petrol,Individual,Manual,1,"8,18,000","4,50,000",No
Volkswagen Polo GT TDI,Volkswagen,2015,65000,Diesel,Individual,Manual,1,"10,56,000","4,80,000",No
Volkswagen Polo GT TSI,Volkswagen,2015,79000,Petrol,Individual,Manual,1,"9,20,000","4,60,000",No
Volkswagen Polo Comfortline,Volkswagen,2015,90000,Petrol,Individual,Manual,1,"7,15,000","4,00,000",No
Volkswagen Polo Comfortline,Volkswagen,2015,85000,Petrol,Individual,Manual,1,"8,98,000","4,20,000",No
Volkswagen Polo Trendline,Volkswagen,2015,45000,Petrol,Individual,Manual,1,"6,37,000","3,00,000",No
Volkswagen Polo Highline ,Volkswagen,2016,63000,Petrol,Individual,Manual,1,"8,18,000","4,60,000",No
Volkswagen Polo GT TDI,Volkswagen,2016,56000,Diesel,Individual,Manual,1,"10,56,000","4,90,000",No
Volkswagen Polo GT TSI,Volkswagen,2016,21054,Petrol,Individual,Manual,1,"9,20,000","4,70,000",No
Volkswagen Polo Comfortline,Volkswagen,2016,82000,Diesel,Individual,Manual,1,"7,15,000","4,20,000",No
Volkswagen Polo Comfortline,Volkswagen,2016,86000,Petrol,Individual,Manual,1,"8,98,000","4,40,000",No
Volkswagen Polo Trendline,Volkswagen,2016,42154,Petrol,Individual,Manual,1,"6,37,000","3,20,000",No
Volkswagen Polo Highline ,Volkswagen,2017,45000,Petrol,Individual,Manual,1,"8,18,000","4,60,000",No
Volkswagen Polo GT TDI,Volkswagen,2017,32554,Diesel,Individual,Manual,1,"10,56,000","5,60,000",No
Volkswagen Polo GT TSI,Volkswagen,2017,45897,Petrol,Individual,Manual,1,"9,20,000","5,40,000",No
Volkswagen Polo Comfortline,Volkswagen,2017,69452,Diesel,Individual,Manual,1,"7,15,000","5,20,000",No
Volkswagen Polo Comfortline,Volkswagen,2017,70541,Petrol,Individual,Manual,1,"8,98,000","5,00,000",No
Volkswagen Polo Trendline,Volkswagen,2017,75431,Petrol,Individual,Manual,1,"6,37,000","4,20,000",No
Volkswagen Polo Highline ,Volkswagen,2018,100000,Petrol,Individual,Manual,1,"8,18,000","4,90,000",Yes
Volkswagen Polo GT TDI,Volkswagen,2018,95788,Diesel,Individual,Manual,1,"10,56,000","5,70,000",Yes
Volkswagen Polo GT TSI,Volkswagen,2018,75025,Petrol,Individual,Manual,1,"9,20,000","5,50,000",Yes
Volkswagen Polo Comfortline,Volkswagen,2018,84024,Diesel,Individual,Manual,1,"7,15,000","5,30,000",Yes
Volkswagen Polo Comfortline,Volkswagen,2018,65624,Petrol,Individual,Manual,1,"8,98,000","5,10,000",Yes
Volkswagen Polo Trendline,Volkswagen,2018,52014,Petrol,Individual,Manual,1,"6,37,000","4,30,000",Yes
Volkswagen Polo Highline ,Volkswagen,2019,120000,Petrol,Individual,Manual,1,"8,18,000","5,00,000",Yes
Volkswagen Polo GT TDI,Volkswagen,2019,65000,Diesel,Individual,Manual,1,"10,56,000","5,90,000",Yes
Volkswagen Polo GT TSI,Volkswagen,2019,45000,Petrol,Individual,Manual,1,"9,20,000","5,70,000",Yes
Volkswagen Polo Comfortline,Volkswagen,2019,75000,Diesel,Individual,Manual,1,"7,15,000","5,50,000",Yes
Volkswagen Polo Comfortline,Volkswagen,2019,89000,Petrol,Individual,Manual,1,"8,98,000","5,20,000",Yes
Volkswagen Polo Trendline,Volkswagen,2019,41000,Petrol,Individual,Manual,1,"6,37,000","4,50,000",Yes
Volkswagen Polo Highline ,Volkswagen,2020,45220,Petrol,Individual,Manual,1,"10,55,000","8,00,000",Yes
Volkswagen Polo GT TSI,Volkswagen,2020,28000,Petrol,Individual,Automatic,1,"12,34,000","9,80,000",Yes
Volkswagen Polo Comfortline,Volkswagen,2020,18000,Diesel,Individual,Manual,1,"10,12,000","7,90,000",Yes
Volkswagen RW Edition,Volkswagen,2020,10526,Petrol,Individual,Automatic,1,"10,80,000","9,10,000",Yes
Volkswagen Vento Highline,Volkswagen,2014,75000,Diesel,Individual,Manual,2,"12,57,000","4,50,000",No
Volkswagen Vento Comfortline,Volkswagen,2014,85000,Diesel,Individual,Manual,1,"11,87,000","4,30,000",No
Volkswagen Vento Comfortline,Volkswagen,2014,65255,Diesel,Individual,Manual,1,"13,32,000","5,00,000",No
Volkswagen Vento Highline,Volkswagen,2015,99000,Diesel,Individual,Manual,2,"12,57,000","5,50,000",No
Volkswagen Vento Trendline,Volkswagen,2015,82564,Diesel,Individual,Manual,1,"10,71,000","3,50,000",No
Volkswagen Vento Highline,Volkswagen,2016,72000,Diesel,Individual,Manual,2,"12,57,000","5,80,000",No
Volkswagen Vento Trendline,Volkswagen,2016,78000,Diesel,Individual,Manual,1,"10,71,000","4,00,000",No
Volkswagen Vento Highline+,Volkswagen,2017,69253,Diesel,Individual,Manual,1,"14,15,000","7,80,000",No
Volkswagen Vento Trendline,Volkswagen,2017,78000,Diesel,Individual,Manual,1,"10,71,000","4,05,000",No
Volkswagen Vento Highline,Volkswagen,2017,63000,Petrol,Individual,Manual,1,"12,60,000","6,20,000",No
Volkswagen Vento Highline,Volkswagen,2017,46125,Diesel,Individual,Automatic,1,"13,89,000","6,50,000",Yes
Volkswagen Vento Comfortline,Volkswagen,2017,50254,Petrol,Individual,Manual,1,"10,22,000","6,50,000",No
Volkswagen Vento Highline+,Volkswagen,2018,45000,Diesel,Individual,Manual,1,"14,15,000","8,20,000",Yes
Volkswagen Vento Trendline,Volkswagen,2018,52000,Diesel,Individual,Manual,1,"10,71,000","4,10,000",Yes
Volkswagen Vento Highline,Volkswagen,2018,36000,Petrol,Individual,Manual,1,"12,60,000","6,30,000",Yes
Volkswagen Vento Highline,Volkswagen,2018,98251,Diesel,Individual,Automatic,1,"13,89,000","6,70,000",Yes
Volkswagen Vento Comfortline,Volkswagen,2018,89245,Petrol,Individual,Manual,1,"10,22,000","5,70,000",Yes
Volkswagen Vento Highline+,Volkswagen,2019,73000,Diesel,Individual,Manual,1,"14,15,000","8,20,000",Yes
Volkswagen Vento Trendline,Volkswagen,2019,80000,Diesel,Individual,Manual,1,"10,71,000","4,10,000",Yes
Volkswagen Vento Highline,Volkswagen,2019,65000,Petrol,Individual,Manual,1,"12,60,000","6,30,000",Yes
Volkswagen Vento Highline,Volkswagen,2019,89264,Diesel,Individual,Automatic,1,"13,89,000","6,70,000",Yes
Volkswagen Vento Comfortline,Volkswagen,2019,70569,Petrol,Individual,Manual,1,"10,22,000","5,70,000",Yes
Volkswagen Vento Highline,Volkswagen,2020,31000,Petrol,Individual,Automatic,1,"15,62,000","12,50,00",Yes
Volkswagen Vento Highline,Volkswagen,2020,45000,Petrol,Individual,Manual,1,"11,74,000","8,50,000",Yes
Volkswagen Vento Highline,Volkswagen,2021,25685,Petrol,Individual,Automatic,1,"15,62,000","12,80,000",Yes
Volkswagen Vento Highline,Volkswagen,2020,40000,Petrol,Individual,Manual,1,"11,74,000","9,00,000",Yes
Mahindra Thar CrdeAC,Mahindra,2013,120124,Diesel,Individual,Manual,1,"9,25,000","3,50,000",No
Mahindra Thar CrdeAC,Mahindra,2014,100000,Diesel,Individual,Manual,1,"9,25,000","3,50,000",No
Mahindra Thar CrdeAC,Mahindra,2014,100000,Diesel,Individual,Manual,1,"9,25,000","4,00,000",No
Mahindra Thar CrdeAC,Mahindra,2015,82000,Diesel,Individual,Manual,1,"9,25,000","4,50,000",No
Mahindra Thar CrdeAC,Mahindra,2016,95000,Diesel,Individual,Manual,1,"9,25,000","4,80,000",No
Mahindra Thar DI 4WD,Mahindra,2017,90000,Diesel,Individual,Manual,1,"8,56,000","5,50,000",No
Mahindra Thar Crde,Mahindra,2017,95000,Diesel,Individual,Manual,1,"11,68,000","7,75,000",No
Mahindra Thar Crde,Mahindra,2018,85000,Diesel,Individual,Manual,1,"11,68,000","8,00,000",Yes
Mahindra Thar Crde,Mahindra,2019,100000,Diesel,Individual,Manual,1,"11,68,000","8,50,000",Yes
Mahindra Thar LX 4STRCONV,Mahindra,2020,15000,Diesel,Individual,Automatic,1,"18,85,000","16,50,000",Yes
Mahindra Thar LX 4STRCONV,Mahindra,2020,12000,Petrol,Individual,Automatic,1,"18,60,000","16,20,000",Yes
Mahindra Thar LX 4STRCONV,Mahindra,2021,10326,Diesel,Individual,Automatic,1,"18,85,000","17,00,000",Yes
Mahindra Thar LX 4STRCONV,Mahindra,2021,11548,Petrol,Individual,Automatic,1,"18,60,000","17,20,000",Yes
Mahindra XUV5OO W8,Mahindra,2011,95265,Diesel,Individual,Manual,1,"16,24,000","3,80,000",No
Mahindra XUV5OO W8 AWD,Mahindra,2011,85624,Diesel,Individual,Automatic,1,"19,91,000","4,50,000",No
Mahindra XUV5OO W8,Mahindra,2012,75054,Diesel,Individual,Manual,1,"16,24,000","4,60,000",No
Mahindra XUV5OO W8 AWD,Mahindra,2012,100000,Diesel,Individual,Automatic,1,"19,91,000","5,00,000",No
Mahindra XUV5OO W8,Mahindra,2012,9585,Diesel,Individual,Manual,1,"16,24,000","5,50,000",No
Mahindra XUV5OO W8 AWD,Mahindra,2013,98000,Diesel,Individual,Automatic,1,"19,91,000","5,90,000",No
Mahindra XUV5OO W8,Mahindra,2013,92000,Diesel,Individual,Manual,1,"16,24,000","5,50,000",No
Mahindra XUV5OO W8,Mahindra,2014,84000,Diesel,Individual,Manual,1,"16,24,000","7,50,000",No
Mahindra XUV5OO W4,Mahindra,2014,72056,Diesel,Individual,Manual,1,"13,51,000","5,50,000",No
Mahindra XUV5OO W6,Mahindra,2014,85265,Diesel,Individual,Manual,1,"14,93,000","6,00,000",No
Mahindra XUV5OO W8,Mahindra,2014,72612,Diesel,Individual,Manual,1,"16,24,000","7,60,000",No
Mahindra XUV5OO W4,Mahindra,2015,89246,Diesel,Individual,Manual,1,"13,51,000","5,60,000",No
Mahindra XUV5OO W6,Mahindra,2015,96335,Diesel,Individual,Manual,1,"14,93,000","6,10,000",No
Mahindra XUV5OO W10,Mahindra,2016,85415,Diesel,Individual,Automatic,1,"21,35,000","10,50,000",Yes
Mahindra XUV5OO W10 AWD,Mahindra,2016,72000,Diesel,Individual,Manual,1,"21,42,000","11,00,000",Yes
Mahindra XUV5OO W9,Mahindra,2016,85000,Diesel,Individual,Manual,1,"18,52,000","7,00,000",Yes
Mahindra XUV5OO W8,Mahindra,2016,75420,Diesel,Individual,Manual,1,"18,77,000","7,50,000",No
Mahindra XUV5OO W10,Mahindra,2017,75000,Diesel,Individual,Automatic,1,"21,35,000","11,00,000",Yes
Mahindra XUV5OO W10 AWD,Mahindra,2017,65420,Diesel,Individual,Manual,1,"21,42,000","11,50,000",Yes
Mahindra XUV5OO W9,Mahindra,2017,75245,Diesel,Individual,Manual,1,"18,52,000","7,50,000",Yes
Mahindra XUV5OO W8,Mahindra,2017,52140,Diesel,Individual,Manual,1,"18,77,000","8,00,000",No
Mahindra XUV5OO W10,Mahindra,2018,95000,Diesel,Individual,Automatic,1,"21,35,000","11,50,000",Yes
Mahindra XUV5OO W10 AWD,Mahindra,2018,100000,Diesel,Individual,Manual,1,"21,42,000","12,00,000",Yes
Mahindra XUV5OO W9,Mahindra,2018,64521,Diesel,Individual,Manual,1,"18,52,000","7,90,000",Yes
Mahindra XUV5OO W8,Mahindra,2018,75122,Diesel,Individual,Manual,1,"18,77,000","8,50,000",Yes
Mahindra XUV5OO W11(O),Mahindra,2019,80000,Diesel,Individual,Manual,1,"21,12,000","17,80,000",Yes
Mahindra XUV5OO W11,Mahindra,2019,49212,Diesel,Individual,Automatic,1,"22,24,000","17,00,000",Yes
Mahindra XUV5OO W11(O) AWD,Mahindra,2019,45000,Diesel,Individual,Automatic,1,"23,84,000","18,80,000",Yes
Mahindra XUV5OO W11(O),Mahindra,2020,65441,Diesel,Individual,Manual,1,"21,12,000","18,00,000",Yes
Mahindra XUV5OO W11,Mahindra,2020,58763,Diesel,Individual,Automatic,1,"22,24,000","17,20,000",Yes
Mahindra XUV5OO W11(O) AWD,Mahindra,2020,36425,Diesel,Individual,Automatic,1,"23,84,000","19,00,000",Yes
Mahindra XUV5OO W11(O),Mahindra,2021,40000,Diesel,Individual,Manual,1,"21,12,000","19,20,000",Yes
Mahindra Bolero SLX BS3,Mahindra,2010,75664,Diesel,Individual,Manual,1,"9,79,000","2,50,000",No
Mahindra Bolero SLX BS3,Mahindra,2011,90541,Diesel,Individual,Manual,1,"9,79,000","2,60,000",No
Mahindra Bolero SLX BS3,Mahindra,2012,82232,Diesel,Individual,Manual,1,"9,79,000","2,90,000",No
Mahindra Bolero SLX BS3,Mahindra,2013,90047,Diesel,Individual,Manual,1,"9,79,000","3,10,000",No
Mahindra Bolero SLE BS4,Mahindra,2013,70235,Diesel,Individual,Manual,1,"10,26,000","3,10,000",No
Mahindra Bolero ZLX,Mahindra,2014,65432,Diesel,Individual,Manual,1,"11,21,000","4,90,000",No
Mahindra Bolero SLX BS4,Mahindra,2014,85611,Diesel,Individual,Manual,1,"10,91,000","3,40,000",No
Mahindra Bolero DI,Mahindra,2014,89000,Diesel,Individual,Manual,1,"8,71,000","2,90,000",No
Mahindra Bolero Plus AC,Mahindra,2014,65485,Diesel,Individual,Manual,1,"10,25,000","3,00,000",No
Mahindra Bolero ZLX,Mahindra,2015,82314,Diesel,Individual,Manual,1,"11,21,000","5,00,000",No
Mahindra Bolero SLX BS4,Mahindra,2015,75213,Diesel,Individual,Manual,1,"10,91,000","3,70,000",No
Mahindra Bolero ZLX,Mahindra,2016,65200,Diesel,Individual,Manual,1,"11,21,000","5,90,000",No
Mahindra Bolero Plus AC,Mahindra,2016,45215,Diesel,Individual,Manual,1,"10,25,000","6,20,000",No
Mahindra Bolero ZLX,Mahindra,2017,65200,Diesel,Individual,Manual,1,"11,21,000","6,50,000",No
Mahindra Bolero SLE BS4,Mahindra,2017,85015,Diesel,Individual,Manual,1,"10,26,000","5,00,000",No
Mahindra Bolero ZLX,Mahindra,2018,95624,Diesel,Individual,Manual,1,"11,21,000","7,50,000",Yes
Mahindra Bolero SLE BS4,Mahindra,2018,75123,Diesel,Individual,Manual,1,"10,26,000","5,50,000",Yes
Mahindra Bolero ZLX,Mahindra,2019,45121,Diesel,Individual,Manual,1,"11,21,000","8,00,000",Yes
Mahindra Bolero ZLX,Mahindra,2020,25464,Diesel,Individual,Manual,1,"11,21,000","8,80,000",Yes
Mahindra Bolero SLE BS4,Mahindra,2020,19872,Diesel,Individual,Manual,1,"10,26,000","6,00,000",Yes
Mahindra Scorpio VLX B3,Mahindra,2010,95135,Diesel,Individual,Manual,1,"13,18,000","2,80,000",No
Mahindra Scorpio VLX B3,Mahindra,2011,85421,Diesel,Individual,Manual,1,"13,18,000","3,50,000",No
Mahindra Scorpio VLX B3AWD,Mahindra,2011,75034,Diesel,Individual,Manual,1,"14,77,000","3,60,000",No
Mahindra Scorpio VLX B3,Mahindra,2012,100000,Diesel,Individual,Manual,1,"13,18,000","3,80,000",No
Mahindra Scorpio VLX B3AWD,Mahindra,2012,93597,Diesel,Individual,Manual,1,"14,77,000","4,00,000",No
Mahindra Scorpio VLX B3,Mahindra,2013,65223,Diesel,Individual,Manual,1,"13,18,000","4,20,000",No
Mahindra Scorpio VLX B3AWD,Mahindra,2013,85412,Diesel,Individual,Manual,1,"14,77,000","4,30,000",No
Mahindra Scorpio VLX B3,Mahindra,2014,65223,Diesel,Individual,Manual,1,"13,18,000","5,00,000",No
Mahindra Scorpio VLX B3AWD,Mahindra,2014,56205,Diesel,Individual,Manual,1,"14,77,000","5,30,000",No
Mahindra Scorpio S4+,Mahindra,2015,50000,Diesel,Individual,Manual,1,"12,89,000","5,50,000",No
Mahindra Scorpio S10,Mahindra,2015,54785,Diesel,Individual,Manual,1,"17,13,000","7,00,000",No
Mahindra Scorpio S4,Mahindra,2016,65264,Diesel,Individual,Manual,1,"12,22,000","6,00,000",No
Mahindra Scorpio S4,Mahindra,2017,70000,Diesel,Individual,Manual,1,"12,22,000","7,00,000",No
Mahindra Scorpio S11,Mahindra,2019,45000,Diesel,Individual,Manual,1,"22,22,000","16,00,000",Yes
Mahindra Scorpio S5,Mahindra,2019,40000,Diesel,Individual,Manual,1,"17,13,000","12,00,000",Yes
Mahindra Scorpio S11,Mahindra,2020,35144,Diesel,Individual,Manual,1,"22,22,000","17,50,000",Yes
Mahindra Marazzo M2 7STR,Mahindra,2018,56000,Diesel,Individual,Manual,1,"12,10,000","9,00,000",Yes
Mahindra Marazzo M8 8STR,Mahindra,2018,45325,Diesel,Individual,Manual,1,"17,86,000","10,80,000",Yes
Mahindra Marazzo M8 7STR,Mahindra,2018,65237,Diesel,Individual,Manual,1,"17,76,000","10,50,000",Yes
Mahindra Marazzo M2 8STR,Mahindra,2019,85462,Diesel,Individual,Manual,1,"12,10,000","6,20,000",Yes
Mahindra Marazzo M8 8STR,Mahindra,2019,56824,Diesel,Individual,Manual,1,"17,86,000","11,00,000",Yes
Mahindra Marazzo M8 7STR,Mahindra,2019,95635,Diesel,Individual,Manual,1,"17,76,000","11,00,000",Yes
Mahindra Marazzo M2 8STR,Mahindra,2020,58000,Diesel,Individual,Manual,1,"12,10,000","6,50,000",Yes
Mahindra Marazzo M8 8STR,Mahindra,2020,65879,Diesel,Individual,Manual,1,"17,86,000","11,10,000",Yes
Mahindra Marazzo M8 7STR,Mahindra,2020,70452,Diesel,Individual,Manual,1,"17,76,000","11,30,000",Yes
Mahindra Alturas G4 AWD,Mahindra,2018,125966,Diesel,Individual,Manual,1,"37,07,000","27,00,000",Yes
Mahindra Alturas G4 AWD,Mahindra,2019,94524,Diesel,Individual,Manual,1,"37,07,000","27,80,000",Yes
Mahindra Alturas G4 2WD,Mahindra,2019,65482,Diesel,Individual,Manual,1,"33,49,000","21,50,000",Yes
Mahindra Alturas G4 AWD,Mahindra,2020,70258,Diesel,Individual,Manual,1,"37,07,000","28,00,000",Yes
Mahindra Alturas G4 2WD,Mahindra,2020,69824,Diesel,Individual,Manual,1,"33,49,000","22,00,000",Yes
Mahindra Xylo E8 B3,Mahindra,2010,55054,Diesel,Individual,Manual,1,"10,32,000","2,50,000",No
Mahindra Xylo E8 B4 ABS,Mahindra,2011,100000,Diesel,Individual,Manual,1,"10,67,000","3,50,000",No
Mahindra Xylo D4,Mahindra,2011,99051,Diesel,Individual,Manual,1,"9,21,000","2,50,000",No
Mahindra Xylo E2,Mahindra,2011,85052,Diesel,Individual,Manual,1,"9,60,000","2,55,000",No
Mahindra Xylo D2,Mahindra,2012,72545,Diesel,Individual,Manual,1,"8,52,000","2,50,000",No
Mahindra Xylo D4 ,Mahindra,2013,65482,Diesel,Individual,Manual,1,"9,70,000","2,90,000",No
Mahindra Xylo E8 B4 ABS,Mahindra,2013,98501,Diesel,Individual,Manual,1,"11,60,000","4,20,000",No
Mahindra Xylo E4 ABS,Mahindra,2013,82644,Diesel,Individual,Manual,1,"10,20,000","3,80,000",No
Mahindra Xylo D4 ,Mahindra,2014,65425,Diesel,Individual,Manual,1,"9,70,000","3,00,000",No
Mahindra Xylo E8 B4 ABS,Mahindra,2014,98658,Diesel,Individual,Manual,1,"11,60,000","4,30,000",No
Mahindra Xylo E4 ABS,Mahindra,2014,92144,Diesel,Individual,Manual,1,"10,20,000","4,00,000",No
Mahindra Xylo D4 ,Mahindra,2015,66000,Diesel,Individual,Manual,1,"9,70,000","3,40,000",No
Mahindra Xylo E8 B4 ABS,Mahindra,2015,123548,Diesel,Individual,Manual,1,"11,60,000","4,50,000",No
Mahindra Xylo E4 ABS,Mahindra,2015,69145,Diesel,Individual,Manual,1,"10,20,000","4,20,000",No
Mahindra Xylo D4 ,Mahindra,2016,75025,Diesel,Individual,Manual,1,"9,70,000","3,40,000",No
Mahindra Xylo E8 B4 ABS,Mahindra,2016,86954,Diesel,Individual,Manual,1,"11,60,000","4,60,000",No
Mahindra Xylo E4 ABS,Mahindra,2016,98415,Diesel,Individual,Manual,1,"10,20,000","4,25,000",No
Mahindra Xylo D4 ,Mahindra,2017,96000,Diesel,Individual,Manual,1,"9,70,000","3,50,000",No
Mahindra Xylo E8 B4 ABS,Mahindra,2017,120000,Diesel,Individual,Manual,1,"11,60,000","4,70,000",No
Mahindra Xylo E4 ABS,Mahindra,2017,92000,Diesel,Individual,Manual,1,"10,20,000","4,35,000",No
Mahindra Xylo D4 ,Mahindra,2018,89000,Diesel,Individual,Manual,1,"9,70,000","3,55,000",Yes
Mahindra Xylo E8 B4 ABS,Mahindra,2018,123587,Diesel,Individual,Manual,1,"11,60,000","4,80,000",Yes
Mahindra Xylo D4 ,Mahindra,2019,65414,Diesel,Individual,Manual,1,"9,70,000","3,60,000",Yes
Mahindra Xylo E8 B4 ABS,Mahindra,2019,54234,Diesel,Individual,Manual,1,"11,60,000","4,90,000",Yes
Mahindra Xylo E4 ABS,Mahindra,2019,23000,Diesel,Individual,Manual,1,"10,20,000","4,50,000",Yes
Mahindra Bolero Neo N8,Mahindra,2021,15424,Diesel,Individual,Manual,1,"11,85,000","9,50,000",Yes
Mahindra Bolero Neo N10,Mahindra,2021,9856,Diesel,Individual,Manual,1,"12,34,000","10,00,000",Yes
Mahindra XUV3OO W8,Mahindra,2019,18562,Diesel,Individual,Automatic,1,"13,91,000","11,20,000",Yes
Mahindra XUV3OO W8,Mahindra,2019,25644,Diesel,Individual,Manual,1,"12,59,000","10,50,000",Yes
Mahindra XUV3OO W6,Mahindra,2019,11796,Diesel,Individual,Manual,1,"11,85,000","9,50,000",Yes
Mahindra XUV3OO W8,Mahindra,2020,18562,Diesel,Individual,Automatic,1,"13,91,000","11,20,000",Yes
Mahindra XUV3OO W8,Mahindra,2020,25644,Diesel,Individual,Manual,1,"12,59,000","10,70,000",Yes
Mahindra XUV3OO W6,Mahindra,2019,11796,Diesel,Individual,Manual,1,"11,85,000","9,70,000",Yes
Mahindra TUV T6+,Mahindra,2015,80000,Diesel,Individual,Manual,1,"10,55,000","5,00,000",No
Mahindra TUV T8 mHawk,Mahindra,2015,85620,Diesel,Individual,Manual,1,"11,38,000","6,00,000",No
Mahindra TUV T8,Mahindra,2015,65897,Diesel,Individual,Manual,1,"11,13,000","5,40,000",No
Mahindra TUV T8 mHawk,Mahindra,2016,90000,Diesel,Individual,Automatic,1,"12,53,000","6,20,000",No
Mahindra TUV T8,Mahindra,2016,56244,Diesel,Individual,Manual,1,"11,13,000","5,90,000",No
Mahindra TUV T6+,Mahindra,2016,55055,Diesel,Individual,Manual,1,"9,88,000","6,10,000",No
Mahindra TUV T4,Mahindra,2017,62547,Diesel,Individual,Manual,1,"9,14,000","6,25,000",No
Mahindra TUV T6+,Mahindra,2017,95235,Diesel,Individual,Manual,1,"10,55,000","6,50,000",No
Mahindra TUV T10,Mahindra,2018,45000,Diesel,Individual,Manual,1,"11,75,000","7,70,000",Yes
Mahindra TUV T4,Mahindra,2018,56202,Diesel,Individual,Manual,1,"9,14,000","6,35,000",Yes
Mahindra TUV T6+,Mahindra,2018,75622,Diesel,Individual,Manual,1,"10,55,000","6,60,000",Yes
Mahindra TUV T10,Mahindra,2019,25458,Diesel,Individual,Manual,1,"11,75,000","7,80,000",Yes
Mahindra TUV T4,Mahindra,2019,15489,Diesel,Individual,Manual,1,"9,14,000","6,40,000",Yes
Mahindra TUV T6+,Mahindra,2019,19687,Diesel,Individual,Manual,1,"10,55,000","6,70,000",Yes
Mahindra Verito D2,Mahindra,2011,96314,Diesel,Individual,Manual,1,"7,13,000","1,50,000",No
Mahindra Verito D6 Exec,Mahindra,2011,90424,Diesel,Individual,Manual,1,"8,46,000","1,60,000",No
Mahindra Verito D4,Mahindra,2012,100000,Diesel,Individual,Manual,1,"7,35,000","1,45,000",No
Mahindra Verito D2,Mahindra,2012,85452,Diesel,Individual,Manual,1,"7,13,000","1,51,000",No
Mahindra Verito D6 Exec,Mahindra,2012,80512,Diesel,Individual,Manual,1,"8,46,000","1,61,000",No
Mahindra Verito D4,Mahindra,2013,98214,Diesel,Individual,Manual,1,"7,35,000","1,50,000",No
Mahindra Verito D2,Mahindra,2013,75021,Diesel,Individual,Manual,1,"7,13,000","1,62,000",No
Mahindra Verito D6 Exec,Mahindra,2013,64525,Diesel,Individual,Manual,1,"8,46,000","1,65,000",No
Mahindra Verito D2,Mahindra,2013,75014,Diesel,Individual,Manual,1,"7,13,000","2,00,000",No
Mahindra Verito D4,Mahindra,2014,56044,Diesel,Individual,Manual,1,"7,35,000","1,51,000",No
Mahindra Verito D2,Mahindra,2014,62144,Diesel,Individual,Manual,1,"7,13,000","1,63,000",No
Mahindra Verito D4,Mahindra,2015,45857,Diesel,Individual,Manual,1,"7,35,000","2,20,000",No
